1;07:35:04;17;7;10;5 6 8 9 10 11 13
2;07:36:04;17;7;10;5 6 8 9 10 11 13
3;07:37:05;17;7;10;5 6 8 9 10 11 13
4;07:38:05;17;7;10;5 6 8 9 10 11 13
5;07:39:05;17;7;10;5 6 8 9 10 11 13
6;07:40:05;17;7;10;5 6 8 9 10 11 13
7;07:41:05;17;7;10;5 6 8 9 10 11 13
8;07:42:05;17;7;10;5 6 8 9 10 11 13
9;07:43:05;17;7;10;5 6 8 9 10 11 13
10;07:44:05;17;8;9;5 6 8 9 10 11 13 14
11;07:45:05;17;8;9;5 6 8 9 10 11 13 14
12;07:46:05;17;9;8;5 6 8 9 10 11 12 13 14
13;07:47:05;17;10;7;3 5 6 8 9 10 11 12 13 14
14;07:48:06;17;10;7;3 5 6 8 9 10 11 12 13 14
15;07:49:06;17;10;7;3 5 6 8 9 10 11 12 13 14
16;07:50:06;17;10;7;3 5 6 8 9 10 11 12 13 14
17;07:51:06;17;10;7;3 5 6 8 9 10 11 12 13 14
18;07:52:06;17;10;7;3 5 6 8 9 10 11 12 13 14
19;07:53:06;17;10;7;3 5 6 8 9 10 11 12 13 14
20;07:54:06;17;11;6;1 3 5 6 8 9 10 11 12 13 14
21;07:55:06;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
22;07:56:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
23;07:57:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
24;07:58:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
25;07:59:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
26;08:00:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
27;08:01:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
28;08:02:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
29;08:03:07;17;12;5;1 3 4 5 6 8 9 10 11 12 13 14
30;08:04:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
31;08:05:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
32;08:06:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
33;08:07:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
34;08:08:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
35;08:09:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
36;08:10:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
37;08:11:07;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
38;08:12:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
39;08:13:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
40;08:14:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
41;08:15:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
42;08:16:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
43;08:17:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
44;08:18:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
45;08:19:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
46;08:20:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
47;08:21:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
48;08:22:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
49;08:23:08;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
50;08:24:09;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
51;08:25:09;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
52;08:26:09;17;13;4;1 2 3 4 5 6 8 9 10 11 12 13 14
53;08:27:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
54;08:28:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
55;08:29:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
56;08:30:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
57;08:31:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
58;08:32:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
59;08:33:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
60;08:34:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
61;08:35:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
62;08:36:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
63;08:37:09;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
64;08:38:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
65;08:39:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
66;08:40:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
67;08:41:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
68;08:42:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
69;08:43:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
70;08:44:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
71;08:45:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
72;08:46:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
73;08:47:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
74;08:48:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
75;08:49:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
76;08:50:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
77;08:51:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
78;08:52:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
79;08:53:10;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
80;08:54:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
81;08:55:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
82;08:56:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
83;08:57:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
84;08:58:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
85;08:59:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
86;09:00:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
87;09:01:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
88;09:02:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
89;09:03:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
90;09:04:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
91;09:05:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
92;09:06:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
93;09:07:11;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
94;09:08:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
95;09:09:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
96;09:10:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
97;09:11:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
98;09:12:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
99;09:13:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
100;09:14:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
101;09:15:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
102;09:16:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
103;09:17:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
104;09:18:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
105;09:19:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
106;09:20:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
107;09:21:12;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
108;09:22:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
109;09:23:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
110;09:24:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
111;09:25:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
112;09:26:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
113;09:27:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
114;09:28:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
115;09:29:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
116;09:30:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
117;09:31:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
118;09:32:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
119;09:33:13;17;14;3;1 2 3 4 5 6 8 9 10 11 12 13 14 16
